"","state","plant_name","cen_tract_id","region_meta","year","status","community_ownership","source","median_age","protesters_mean","letters_use","courts_use","legislation_use","is_anti_wind","longitude","latitude","gop_per","med_inc","white_perc","his_lat_perc","black_perc","pop_den","total_mw","n_turbs","turb_ht"
"938","MN","winters spawn llc",27081201002,"Midwest",2001,"Operating",0,"operational",45.2,NA,NA,NA,NA,0,-96.1989,44.2081,0.641025641,41424,0.9639414495,0.01892181364,0.002499107462,17.81521428,1.9,3,213
"939","TX","desert sky",48371950100,"South",2002,"Operating",0,"operational",39.5,NA,0,2,0,1,-102.0867,30.9178,0.8233944954,50833,0.4456567352,0.5283256399,0.01174989509,1.759919995,160.5,107,212.2
"940","TX","sweetwater wind  1 llc",48353950100,"South",2003,"Operating",0,"operational",44.3,NA,0,0,0,0,-100.3389,32.3606,0.7131952017,55833,0.8516455696,0.1215189873,0.01518987342,10.12233577,37.5,25,212.2
"941","TX","trent wind farm lp",48353950100,"South",2001,"Operating",0,"operational",44.3,NA,0,1,0,0,-100.235652,32.4301,0.8199105145,55833,0.8516455696,0.1215189873,0.01518987342,10.12233577,150,100,212.2
"942","HI","kaheawa wind power ii llc",15009032000,"West",2012,"Operating",0,"operational",49.3,NA,0,1,0,1,-156.536,20.79467,0.326328801,85000,0.6820925553,0.07947686117,0.01006036217,23.06940448,21,14,212
"943","MN","minwind",27133570300,"Midwest",2002,"Operating",1,"operational",40.6,NA,0,1,2,0,-96.303611,43.5564,0.8133333333,41205,0.9334777228,0.02506188119,0.009282178218,19.50269372,3.8,4,210
"944","MN","minwind 3-9",27133570100,"Midwest",2004,"Operating",1,"operational",40.8,NA,NA,NA,NA,0,-96.391944,43.6383,0.7259615385,52955,0.9775100402,0.01325301205,0.001606425703,7.987108044,11.5,7,210
"945","HI","pakini nui wind farm",15001021202,"West",2007,"Operating",0,"operational",44.8,NA,0,0,0,0,-155.6914,18.9742,0.253164557,41352,0.3697787244,0.09904153355,0.006271447166,9.042993007,21,14,210
"946","CA","victory garden (tehachapi)",6029006007,"West",2000,"Operating",0,"operational",45.5,NA,NA,NA,NA,0,-118.3833,35.0686,0.7074468085,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,1.5,1,210
"947","TX","king mountain wind ranch 1",48461950200,"South",2001,"Operating",0,"operational",35.9,NA,NA,NA,NA,0,-102.2417,31.2092,0.6411042945,41597,0.4046657694,0.5639300135,0.01570210857,5.404418676,278,214,203.4
"948","NE","springview",31103975400,"Midwest",2011,"Operating",1,"operational",50.7,NA,0,0,0,0,-99.777467,42.82579,0.8895027624,32000,0.9890776699,0.004854368932,0,1.065877709,3,2,201.7
"949","TX","buffalo gap 2 wind farm",48353950500,"South",2007,"Operating",0,"operational",42,NA,0,0,0,0,-100.176986,32.318221,0.814516129,47543,0.7046783626,0.2744883041,0.009137426901,3.862872822,232.5,155,201
"950","IL","geneseo",17073030300,"Midwest",2009,"Operating",1,"operational",44.7,NA,0,0,1,1,-90.148547,41.451494,0.5536159601,57237,0.9637559474,0.02029107193,0.002378953261,286.2689766,3,2,200
"951","WA","nine canyon",53005011600,"West",2002,"Operating",0,"operational",33.6,NA,0,0,0,0,-119.0964,46.0958,0.5,45179,0.5542427497,0.4242749731,0,1.558533267,95.9,63,200
"952","CA","buena vista energy llc",6013304002,"West",2006,"Operating",0,"operational",33,NA,NA,NA,NA,0,-121.6672,37.805,0.5849056604,69516,0.5266479663,0.389200561,0.04558204769,43.95675424,38,38,197
"953","WY","rock river i llc",56007968100,"West",2001,"Operating",0,"operational",43.5,NA,NA,NA,NA,0,-106.1077,41.7172,0.7784810127,38698,0.9365466748,0.04026845638,0.005491153142,0.6145982452,50,50,197
"954","SD","chamberlain wind project",46015973100,"Midwest",2001,"Operating",0,"operational",40,NA,NA,NA,NA,0,-99.24757,43.848529,0.7169811321,50870,0.9356417012,0.01392547986,0.001505457283,3.383528041,2.6,2,196.9
"955","ND","minot wind project",38101011200,"Midwest",2003,"Operating",1,"operational",41.3,NA,0,0,0,0,-101.280517,48.021271,0.7543859649,64167,0.9674940898,0.008865248227,0.004137115839,9.510914898,4.5,3,196.9
"956","CA","oasis wind",6029006007,"West",2004,"Operating",0,"operational",45.5,NA,NA,NA,NA,0,-118.292406,35.06094,0.7489769107,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,60,60,196.9
"957","TX","buffalo gap wind farm",48441013600,"South",2006,"Operating",0,"operational",41,NA,0,0,0,0,-100.061589,32.311556,0.875,46223,0.8442247849,0.1290499725,0.008054182684,20.16473827,120.6,67,196.8
"958","OR","condon windpower llc",41021960100,"West",2001,"Operating",0,"operational",49.7,NA,NA,NA,NA,0,-120.2794,45.2766,0.6926070039,42148,0.9219668626,0.04703367183,0.001603420631,1.55294389,24.6,41,196.8
"959","CA","mountain view i&2",6065044522,"West",2001,"Operating",0,"operational",41.8,NA,NA,NA,NA,0,-116.5642,33.9211,0,37518,0.4565217391,0.4885151764,0.02707136998,81.99380577,66.6,111,196.8
"960","CA","mountain view iv",6065044904,"West",2012,"Operating",0,"operational",37.4,NA,NA,NA,NA,0,-116.5527,33.8816,0.3419187277,55273,0.4195465551,0.434294519,0.04358353511,346.2000963,49,49,196.8
"961","MA","deer island treatment plant",25025980101,"Northeast",2009,"Operating",0,"operational",45.3,NA,0,0,0,0,-70.962778,42.353333,0.3728606357,NA,0.308411215,0.2504672897,0.3813084112,434.2008868,1.2,2,195
"962","OR","combine hills i",41059950300,"West",2003,"Operating",0,"operational",42.1,NA,NA,NA,NA,0,-118.591,45.943,0.6616541353,51343,0.8863718087,0.06975907947,0.002157497303,14.22689445,41,41,180
"963","CA","foundation ie",6071002207,"West",2011,"Operating",0,"operational",30.2,NA,NA,NA,NA,0,-117.529444,34.084722,0.3007637096,67273,0.2483748039,0.4837480386,0.2223716655,1449.905389,1,1,180
"964","CA","foundation st",6077005207,"West",2011,"Operating",0,"operational",33.2,NA,NA,NA,NA,0,-121.521666,37.714167,0.3174533535,100450,0.2818188359,0.2734729117,0.07648032233,824.9329832,2,2,180
"965","CA","foundation superior farms",6095253402,"West",2012,"Operating",0,"operational",32.4,NA,NA,NA,NA,0,-121.818056,38.42,0.5,54139,0.4376080692,0.4775216138,0.01945244957,1073.46334,1,1,180
"966","MN","kas brothers windfarm",27117460500,"Midwest",2001,"Operating",0,"operational",45,NA,NA,NA,NA,0,-96.1125,44.0119,0.875,40938,0.9540897098,0.02744063325,0.0005277044855,23.98024412,1.5,2,180
"967","MN","moorhead wind turbine",27027030106,"Midwest",2001,"Operating",0,"operational",38.6,NA,NA,NA,NA,0,-96.7347,46.895,0.4383301708,67219,0.9131229995,0.04846822131,0.01005944216,316.05598,0.75,1,180
"968","WA","swauk wind llc",53037975100,"West",2012,"Operating",1,"operational",46.3,NA,NA,NA,NA,0,-120.753056,47.139167,0.6767676768,44931,0.9116579902,0.04054267235,0.003628332545,9.299641214,4.3,5,180
"969","NY","wethersfield wind farm",36121970800,"Northeast",2000,"Standby",0,"operational",41.4,NA,NA,NA,NA,0,-78.243792,42.678819,0.7834224599,46094,0.9742251223,0.01500815661,0.001305057096,42.93886151,6.6,10,180
"970","IA","iowa distributed wind generation project",19109950200,"Midwest",2000,"Operating",0,"operational",47.1,NA,NA,NA,NA,0,-94.140556,43.034722,0.6884681583,51542,0.9779614325,0.01534828808,0.0007870916962,9.362159575,2.3,3,165
"971","CA","diablo wind llc",6001451101,"West",2004,"Operating",0,"operational",38,NA,NA,NA,NA,0,-121.614392,37.763653,0.7037037037,122470,0.6360683519,0.1549216212,0.02669114532,33.17138203,18,31,164
"972","WY","foote creek iv",56007968100,"West",2000,"Operating",0,"operational",43.5,NA,NA,NA,NA,0,-106.1805,41.6744,0.9019607843,38698,0.9365466748,0.04026845638,0.005491153142,0.6145982452,16.8,28,164
"973","OR","fpl energy vansycle llc (or)",53071920000,"West",2001,"Operating",0,"operational",38,NA,NA,NA,NA,0,-118.816246,46.01279,0.7330415755,54821,0.712863706,0.2563169985,0.007274119449,8.268502418,122.8,186,164
"974","WA","fpl energy vansycle llc (wa)",53071920000,"West",2001,"Operating",0,"operational",38,NA,NA,NA,NA,0,-118.917,46.06,0.65625,54821,0.712863706,0.2563169985,0.007274119449,8.268502418,176.9,268,164
"975","WY","medicine bow",56007968100,"West",2000,"Operating",0,"operational",43.5,NA,0,1,3,0,-106.242778,41.835278,0.8417721519,38698,0.9365466748,0.04026845638,0.005491153142,0.6145982452,6.12,9,164
"976","CA","mountain view iii",6065044522,"West",2003,"Operating",0,"operational",41.8,NA,NA,NA,NA,0,-116.5914,33.9141,0.2804232804,37518,0.4565217391,0.4885151764,0.02707136998,81.99380577,22.4,34,164
"977","TX","nwp indian mesa wind farm",48371950100,"South",2001,"Operating",0,"operational",39.5,NA,NA,NA,NA,0,-102.201433,30.931467,0.8703703704,50833,0.4456567352,0.5283256399,0.01174989509,1.759919995,82.5,125,164
"978","AK","snake river",2180000200,"West",2013,"Operating",0,"operational",32,NA,0,0,0,0,-165.429814,64.505331,0.4085470085,67192,0.3058136448,0.02442261747,0.005043801434,5.1116412,1.8,2,164
"979","CA","tehachapi wind resource ii",6029006004,"West",2002,"Operating",1,"operational",51.7,NA,0,1,0,1,-118.3114,35.1061,0.724306144,42409,0.7713928795,0.1555277951,0.004996876952,3.143266979,8.3,13,164
"980","TX","woodward mountain i",48371950500,"South",2001,"Operating",0,"operational",37.6,NA,NA,NA,NA,0,-102.414067,30.9514,0.8703703704,32183,0.297542735,0.6093304843,0.08351139601,1.649576661,82,125,164
"981","IA","pioneer grove",19031450200,"Midwest",2012,"Operating",1,"awea",42,NA,0,0,0,0,-91.232678,41.8526685,0.5967741935,58724,0.9681221538,0.01526922047,0.002143048486,22.67377165,6,2,158
"982","MA","applied materials",25009221300,"Northeast",2012,"Operating",1,"awea",50.6,NA,0,0,0,0,-70.649436,42.628196,0.3414786967,70431,0.9633715799,0.01368049426,0.001985878199,1246.851686,2.5,1,150
"983","TX","reese",48303010405,"South",2014,"Decommissioned",1,"awea",35.2,NA,0,1,0,1,-102.052184,33.616552,0.807073955,55445,0.7087645195,0.2337909187,0.01731784583,177.2844325,2,1,150
"984","TX","san roman",48061012301,"South",2016,"Operating",0,"awea",39,NA,0,0,0,0,-97.36885835,26.11125926,0.5697310819,50000,0.4297626684,0.5131494548,0.02608509728,88.01875119,93,31,150
"985","IL","eve turbine",17011965000,"Midwest",2012,"Operating",1,"awea",38.6,NA,0,0,0,1,-89.247306,41.38241,0.5494880546,41615,0.6721432075,0.3018636587,0.005149583129,37.18356444,2.5,1,148
"986","OH","timber road",39125960300,"Midwest",2011,"Operating",0,"awea",40.3,NA,0,0,0,0,-84.74888256,41.02760987,0.7833333333,49844,0.9395591372,0.03910879355,0.006873666746,31.28805695,224,86,147.5
"987","MI","pinnebog",26063950600,"Midwest",2016,"Operating",0,"awea",41.6,NA,0,0,0,0,-83.12268033,43.842779,0.6688102894,43547,0.9593738353,0.02348117779,0.003727171077,25.11830417,51,30,146
"988","PA","frey farm",42071013800,"Northeast",2011,"Operating",1,"awea",44.2,NA,0,0,0,0,-76.4559075,39.959083,0.7128834356,58651,0.9617300131,0.02359108781,0.003407601573,151.6291358,3.2,2,141.25
"989","IA","endeavor wind",19143460200,"Midwest",2007,"Operating",0,"awea",44,NA,0,0,0,0,-95.44217668,43.45064298,0.7845303867,40292,0.9552901024,0.02901023891,0.003412969283,10.42130276,147.8,60,138
"990","OH","lincoln electric",39035152502,"Midwest",2011,"Operating",1,"awea",37.9,NA,0,0,0,0,-81.525669,41.584698,0.1468646865,35815,0.4311284047,0.01750972763,0.5171206226,1875.711827,2.5,1,135
"991","MA","no fossil fuel - kingston",25023509101,"Northeast",2012,"Operating",1,"awea",41.5,NA,0,0,0,0,-70.727145,41.97226033,0.4877089479,80668,0.9496185404,0.01223549734,0.01093997409,587.8368293,6,3,135
"992","CO","nrel research",8059060500,"West",2009,"Operating",1,"awea",36.4,NA,0,0,0,0,-105.221429,39.909075,0.4621848739,83710,0.8368811881,0.0900990099,0.01089108911,177.189518,5.8,3,134.3333333
"993","TX","hereford",48117950600,"South",2014,"Operating",0,"awea",37.7,NA,0,0,0,0,-102.262972,34.76577661,0.6084099869,52500,0.5020822488,0.4794377928,0.003123373243,2.578943318,199.9,104,134.25
"994","IN","amazon wind farm (fowler ridge)",18007100200,"Midwest",2015,"Operating",0,"awea",42.1,NA,0,0,0,0,-87.37770231,40.63700977,0.6566523605,48458,0.9495987159,0.03402889246,0.004173354735,28.99824918,149.5,65,134
"995","OK","blackwell",40071001302,"South",2012,"Operating",0,"awea",41.8,NA,0,1,0,1,-97.42620885,36.85093612,0.7506493506,36280,0.8549717759,0.04884932696,0.002605297438,18.48363473,59.8,26,134
"996","IA","o'brien",19141490100,"Midwest",2016,"Operating",0,"awea",45.4,NA,0,2,0,1,-95.59955628,43.1989939,0.7281385281,44725,0.9444055944,0.03671328671,0.002797202797,13.25933243,250.263,104,134
"997","NE","central community college-hastings ",31001966100,"Midwest",2016,"Operating",1,"awea",39.9,NA,NA,NA,NA,0,-98.334495,40.569241,0.8955223881,19297,0.7864450128,0.1807331628,0.008098891731,364.2599603,1.7,1,131.5
"998","HI","hawi  wind farm",15001021800,"West",2006,"Operating",1,"operational",43.7,NA,NA,NA,NA,0,-155.850382,20.257252,0.2374161074,56574,0.3089212275,0.1417273015,0.002056311294,44.84638737,10.6,16,131.2
"999","CA","garnet wind energy center",6065044522,"West",2009,"Operating",1,"operational",41.8,NA,NA,NA,NA,0,-116.5825,33.9053,0.2804232804,37518,0.4565217391,0.4885151764,0.02707136998,81.99380577,6.5,13,131
"1000","OR","lime wind",41001950300,"West",2011,"Operating",1,"operational",46.5,NA,0,0,0,0,-117.271944,44.396944,0.7024793388,31859,0.9210725076,0.03058912387,0.002643504532,3.917627682,3,6,131
"1001","KS","kingman wind energy center",20095961300,"Midwest",2016,"Operating",0,"awea",51.2,NA,0,0,0,0,-98.27077363,37.55616643,0.8979591837,41912,0.9730312837,0.01348435814,0.003236245955,3.888701282,206.55,120,130.75
"1002","KS","ninnescah",20151968600,"Midwest",2016,"Operating",0,"awea",42.1,NA,0,0,0,0,-98.61051393,37.58765876,0.7905282332,57026,0.9371243643,0.03883495146,0.004623208507,3.056716944,208.265,121,130.75
"1003","ID","mountain air",16039960100,"West",2012,"Operating",0,"awea",46.3,NA,0,0,0,0,-115.4045633,43.0241609,0.6982167353,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,138,60,130.5
"1004","MI","brookfield wind park",26063950800,"Midwest",2014,"Operating",0,"awea",44.6,NA,0,0,0,0,-83.30004252,43.75636389,0.7324840764,38750,0.9543628014,0.0355912744,0.001722158439,51.233076,74.8,44,130
"1005","KS","fort hays state university",20051073000,"Midwest",2013,"Operating",1,"awea",40.8,NA,0,0,0,0,-99.4044715,38.8753485,0.79,45433,0.964609535,0.02603100322,0.001754899093,8.227356785,4,2,130
"1006","TX","mozart",48263950100,"South",2012,"Operating",0,"awea",48.4,NA,NA,NA,NA,0,-100.5309228,32.99175483,0.7972972973,47750,0.827970297,0.1485148515,0.007425742574,0.8952840843,30,12,130
"1007","NY","orangeville wind",36121970400,"Northeast",2013,"Operating",0,"awea",43.5,NA,0,0,0,0,-78.24043252,42.74450122,0.7626339969,54564,0.969978746,0.02178533475,0.0005313496281,45.39933181,93.96,58,130
"1008","CO","pueblo towers",8101002806,"West",2010,"Operating",0,"awea",42.8,NA,NA,NA,NA,0,-104.621343,38.163404,0.2127659574,59063,0.7212276215,0.2401250355,0.01250355215,10.41135556,1.8,1,130
"1009","OH","russells point honda plant",39091004300,"Midwest",2013,"Operating",1,"awea",36.7,NA,NA,NA,NA,0,-83.892568,40.447705,0.7210084034,48631,0.9676867841,0.00923234741,0.005983928877,48.65124772,3.4,2,130
"1010","OK","seiling",40043959100,"South",2014,"Operating",0,"awea",41.7,NA,NA,NA,NA,0,-98.99346804,36.10693779,0.8682539683,42448,0.816191446,0.04226069246,0.001527494908,5.775821792,299.2,176,130
"1011","MI","tuscola ii",26157000300,"Midwest",2013,"Operating",0,"awea",44.4,NA,0,0,0,1,-83.55796147,43.53615314,0.647606383,44280,0.9400248602,0.03915475451,0.004350528278,34.14163813,100.3,59,130
"1012","TX","panhandle wind",48065950200,"South",2014,"Operating",0,"awea",40.9,NA,0,0,0,0,-101.3345474,35.43523714,0.8684759916,57973,0.8708827404,0.1006587615,0.006851119895,7.031922418,400,197,128.75
"1013","WA","windy point ",53039950100,"West",2009,"Operating",0,"awea",47.3,NA,0,0,0,0,-120.6776444,45.758702,0.6766275347,31102,0.8618618619,0.07855855856,0.002642642643,6.517691065,398.8,176,126.9166667
"1014","IL","adam turbine",17103000900,"Midwest",2007,"Operating",1,"awea",42.5,NA,NA,NA,NA,0,-89.249673,41.660091,0.6461126005,57756,0.9381501265,0.04470059039,0.005060444195,21.23012773,2.5,1,126.5
"1015","TX","gaines cavern wind project",48165950200,"South",2012,"Operating",1,"awea",24.7,NA,NA,NA,NA,0,-103.062453,32.688551,0.9094594595,48167,0.7353928034,0.2475992132,0.002661113039,8.137865173,2,1,126.5
"1016","IA","gwe, llc",19169010300,"Midwest",2012,"Operating",1,"awea",39.4,NA,NA,NA,NA,0,-93.4790425,42.001755,0.5492957746,59536,0.9383791025,0.02612190221,0.01294931904,250.4542991,4,2,126.5
"1017","MN","mower county",27099001400,"Midwest",2006,"Operating",0,"awea",39.8,NA,0,0,0,1,-92.59676521,43.61101635,0.7254901961,59741,0.9738406659,0.009809750297,0.005350772889,16.10913009,98.9,43,126.5
"1018","MA","philips lightolier",25005642500,"Northeast",2012,"Operating",1,"awea",44.1,NA,0,0,0,0,-71.117019,41.746062,0.4296536797,67381,0.9411113571,0.0199247288,0.01704671242,210.9273008,2,1,126.5
"1019","ND","oliver",38065961200,"Midwest",2006,"Operating",0,"awea",47.6,NA,0,1,0,1,-101.2199923,47.16713968,0.8484848485,62308,0.9653304442,0.01029252438,0.001625135428,2.55497954,197.85,102,126.3333333
"1020","IA","new london",19087970500,"Midwest",2011,"Operating",1,"awea",40.6,NA,0,0,0,0,-91.395183,40.954781,0.6057076296,42923,0.9686135371,0.008733624454,0.009825327511,35.56850815,1.5,1,126.17
"1021","WI","sc johnson waxdale plant",55101001702,"Midwest",2012,"Operating",1,"awea",36.1,NA,NA,NA,NA,0,-87.8879935,42.7121665,0.4835886214,51319,0.7466825704,0.05993737886,0.1611748919,1122.719788,3,2,126.17
"1022","TX","gulf wind",48261950100,"South",2009,"Operating",0,"awea",41.3,NA,0,0,0,0,-97.57358092,26.97217605,0.2631578947,48333,0.2067307692,0.7668269231,0.002403846154,0.2852580393,283.2,118,126
"1023","IA","little cedar",19131560100,"Midwest",2011,"Operating",1,"awea",41.5,NA,0,0,0,0,-92.760567,43.384777,0.615942029,45582,0.9851764008,0.006225911651,0.0017788319,13.68398507,1.5,1,126
"1024","RI","north kingstown green",44009050301,"Northeast",2012,"Operating",1,"awea",43.9,NA,0,0,0,0,-71.486762,41.581607,0.3624432105,76286,0.9508966695,0.01750640478,0.002134927412,728.0642057,1.5,1,126
"1025","TX","papalote creek",48409010700,"South",2009,"Operating",0,"awea",34.5,NA,0,0,0,0,-97.4626519,27.93513392,0.7166591828,73179,0.5326235326,0.4234234234,0.01446901447,14.78886992,379.95,196,125.75
"1026","CA","alite",6029006007,"West",2008,"Operating",0,"awea",45.5,NA,0,0,0,0,-118.3410416,35.03509563,0.7403314917,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,24,8,125
"1027","KS","meridian way",20029977100,"Midwest",2008,"Operating",0,"awea",45.7,NA,0,0,0,0,-97.54870146,39.4177366,0.9508196721,33945,0.9748615254,0.009799744354,0.000852151683,6.195482638,201,67,125
"1028","MN","wing river",27153790200,"Midwest",2007,"Operating",1,"awea",38.3,NA,0,0,0,0,-95.116108,46.343675,0.7598425197,41198,0.9642591214,0.009307520477,0.002233804914,18.00640309,2.5,1,125
"1029","IA","story county wind",19169010500,"Midwest",2008,"Operating",0,"awea",42.5,NA,0,0,0,0,-93.29032185,42.1116082,0.7205882353,56650,0.9776078646,0.00655379574,0.00218459858,12.93541196,150,100,124.5
"1030","SD","titan i",46059975600,"Midwest",2009,"Operating",0,"awea",46.5,NA,0,0,0,0,-99.1360944,44.4766297,0.8325791855,46737,0.983933162,0.005784061697,0,1.112214955,25,10,124.5
"1031","WA","kittitas valley",53037975300,"West",2010,"Operating",0,"awea",41.7,NA,0,3,0,1,-120.6925052,47.14096383,0.6942003515,60438,0.9252122046,0.03831153934,0.003441156228,7.349833132,100.8,48,124
"1032","IL","brown county wind turbine",17009970400,"Midwest",2011,"Operating",1,"awea",45.3,NA,0,0,0,0,-90.699357,39.973461,0.7269230769,41141,0.9831158864,0.005372217959,0.001534919417,8.704424469,1.5,1,123.5
"1033","KS","buffalo dunes",20081463100,"Midwest",2013,"Operating",0,"awea",34.3,NA,0,0,0,0,-101.0898363,37.63753517,0.8695652174,45859,0.7133458647,0.2699718045,0.0009398496241,7.369426008,249.75,135,123.5
"1034","TX","jumbo road",48069950100,"South",2015,"Operating",0,"awea",40,NA,NA,NA,NA,0,-102.2493137,34.71226581,0.5888888889,44444,0.6621941594,0.3299131807,0.0007892659826,3.026979725,299.7,162,123.5
"1035","TX","red canyon",48033950100,"South",2006,"Operating",0,"awea",46,NA,0,0,0,0,-101.2236259,32.95956304,0.9417475728,58409,0.8408736349,0.1482059282,0,0.7142518772,84,56,123.5
"1036","OH","whirlpool corporation - findlay wind farm",39063000300,"Midwest",2015,"Operating",1,"awea",39.7,NA,NA,NA,NA,0,-83.643958,41.100477,0.7627118644,56364,0.9373208723,0.03775700935,0.003239875389,53.89848786,3,2,123.5
"1037","OK","big smile wind farm at dempsey ridge",40129960000,"South",2012,"Operating",0,"awea",41.3,NA,NA,NA,NA,0,-99.81705426,35.53832858,0.9011627907,48917,0.8730463395,0.0452426652,0.003564573622,3.195938547,132,66,123
"1038","MN","cisco",27063480200,"Midwest",2008,"Operating",1,"awea",44.5,NA,0,7,0,1,-95.3647495,43.625784,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,8.4,4,123
"1039","MN","cp windfarm",27043460200,"Midwest",2008,"Operating",1,"awea",45.5,NA,NA,NA,NA,0,-94.141547,43.762006,0.738317757,41174,0.9258589512,0.06148282098,0.000904159132,20.45944615,4.2,2,123
"1040","MN","ewington",27063480200,"Midwest",2008,"Operating",1,"awea",44.5,NA,0,0,0,0,-95.4121262,43.6158243,0.7969924812,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,21,10,123
"1041","MN","minnesota wind share",27101900200,"Midwest",2006,"Operating",0,"awea",46.1,NA,NA,NA,NA,0,-95.98022667,43.95904933,0.7727272727,44375,0.9199014171,0.04898336414,0.004004929144,15.07167904,5.4,3,123
"1042","MN","nobles cooperative electric",27063480200,"Midwest",2008,"Operating",1,"awea",44.5,NA,0,0,0,0,-95.437224,43.718544,0.7282608696,51667,0.9171391191,0.06367204536,0.007413868295,9.33543428,2.1,1,123
"1043","OR","rattlesnake road",41021960100,"West",2008,"Operating",0,"awea",49.7,NA,0,0,0,0,-120.2397661,45.68781441,0.6806930693,42148,0.9219668626,0.04703367183,0.001603420631,1.55294389,102.9,49,123
"1044","TX","panther creek",48173950100,"South",2008,"Operating",0,"awea",38.2,NA,0,0,0,0,-101.3169802,31.94392128,0.9534883721,61184,0.6729200653,0.308319739,0.01223491028,1.361892803,478.14,305,122.5
"1045","OR","echo_uma",41059950500,"West",2009,"Operating",0,"awea",40.4,NA,NA,NA,NA,0,-119.4135595,45.70051967,0.7619047619,53795,0.859186918,0.08108108108,0.004315239609,10.62527744,44.55,27,121.9375
"1046","OR","echo_mor",41049970200,"West",2009,"Operating",1,"awea",46.6,NA,NA,NA,NA,0,-119.470369,45.639112,0.786163522,40568,0.9017632242,0.05824937028,0.0009445843829,1.84216591,34.75,20,121.75
"1047","PA","bear creek",42079215300,"Northeast",2006,"Operating",0,"awea",46.2,NA,0,0,0,1,-75.75193383,41.23701992,0.6992125984,55353,0.9760463944,0.007060010086,0.005547150782,43.89501583,24,12,121.5
"1048","IA","zachary ridge/lj wind farm",19143460100,"Midwest",2006,"Decommissioned",0,"awea",43.1,NA,NA,NA,NA,0,-95.6565,43.406,0.752688172,45956,0.8884484711,0.0976783692,0.001415628539,30.05205828,2,1,121.5
"1049","TX","texas state technical college",48169950100,"South",2008,"Operating | Decommissioned",1,"awea",33.7,NA,0,0,0,0,-101.288557,32.973325,0.8292682927,35750,0.4584429655,0.4714440489,0.06067172264,7.231824282,2,1,121.375
"1050","IA","ag land 1",19169010500,"Midwest",2012,"Operating",1,"awea",42.5,NA,NA,NA,NA,0,-93.432152,42.145523,0.6722972973,56650,0.9776078646,0.00655379574,0.00218459858,12.93541196,1.6,1,121.25
"1051","CA","cemex river plant",6071009905,"West",2012,"Operating",1,"awea",27.6,NA,NA,NA,NA,0,-117.306659,34.561112,0.2966101695,49201,0.2348514851,0.5361056106,0.1548514851,1969.628779,3.2,2,121.25
"1052","IA","forward fontanelle",19001960100,"Midwest",2012,"Operating",1,"awea",44.6,NA,NA,NA,NA,0,-94.570709,41.339569,0.7242744063,43382,0.9774274454,0.01289860265,0.00179147259,10.2111288,1.6,1,121.25
"1053","ID","idaho wind partners",16039960100,"West",2010,"Operating",0,"awea",46.3,NA,0,0,0,0,-115.0577525,42.81619493,0.7010869565,36007,0.729710404,0.2373972113,0.002502681444,1.352815256,183,122,121.25
"1054","ND","lake region state college wind turbine",38071957700,"Midwest",2013,"Operating",1,"awea",47.3,NA,0,0,0,0,-98.888128,48.16642,0.6689132266,54181,0.9532513181,0.01089630931,0,2.445134707,1.6,1,121.25
"1055","IL","lee/dekalb wind",17037001800,"Midwest",2009,"Operating",0,"awea",40,NA,NA,NA,NA,0,-88.88533654,41.81194616,0.7413793103,56523,0.9297851074,0.04097951024,0.007246376812,27.43622707,217.5,145,121.25
"1056","CA","nestle waters",6065043813,"West",2012,"Operating",1,"awea",34.4,NA,0,0,0,0,-116.749919,33.9169455,0.4279847679,36795,0.4096774194,0.3608294931,0.0366359447,34.92666194,3,2,121.25
"1057","NM","red mesa",35006974700,"West",2010,"Operating",0,"awea",42.1,NA,0,0,0,0,-107.3817925,35.25682755,0.3385416667,43074,0.346996997,0.5487987988,0.006756756757,2.354555472,102.4,64,121.25
"1058","CA","robertsons ready mix",6065043813,"West",2012,"Operating",1,"awea",34.4,NA,NA,NA,NA,0,-116.81324,33.915837,0.4232081911,36795,0.4096774194,0.3608294931,0.0366359447,34.92666194,3.2,2,121.25
"1059","NM","brahms wind, llc",35009000602,"West",2014,"Operating",1,"awea",33.4,NA,NA,NA,NA,0,-103.3032686,34.74688783,0.9270833333,51731,0.7371948301,0.196984203,0.02608903782,5.699920605,19.8,12,121
"1060","MA","falmouth ii",25001014402,"Northeast",2012,"Decommissioned",1,"awea",45.9,NA,NA,NA,NA,0,-70.621558,41.609311,0.342514438,71305,0.9049949619,0.01770548438,0.02000863682,438.2775667,3.3,2,121
"1061","MA","falmouth wastewater treatment wind turbine",25001014402,"Northeast",2010,"Decommissioned",1,"awea",45.9,NA,0,0,0,1,-70.620751,41.605899,0.342514438,71305,0.9049949619,0.01770548438,0.02000863682,438.2775667,3.3,2,121
"1062","WI","galactic wind",55025010904,"Midwest",2012,"Operating",1,"awea",42.6,NA,NA,NA,NA,0,-89.56068333,43.172963,0.4255725191,99462,0.9359752322,0.02080495356,0.00520123839,182.1599675,9.9,6,121
"1063","TX","lone star",48417950300,"South",2007,"Operating",0,"awea",42.9,NA,0,0,0,0,-99.50209576,32.60954981,0.8692810458,46629,0.8765541741,0.1006512729,0.00414446418,3.69468602,400,200,121
